,session_id,session_name,start_datetime,end_datetime
5462,1256,Electric Reliability and Resilience,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5466,1257,Data Analytics in Manufacturing Industry,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5470,1258,Applications on Data Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5475,1259,Data Mining Best Paper Competition (General Track),5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5479,1260,Decision Support for the Path to Net-Zero Emissions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5483,1261,Energy Justice II: Equity in Energy Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5486,1262,Industrial Decarbonization II: Optimizing Hydrogen Use to Decarbonize the Transportation and Industrial Sectors,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5490,1263,Simulation & Analytics for Sustainable and Resilient Urban Networks - Session 1,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5494,1264,Optimization and Robust Linear Models,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5499,1265,Integrating AI in Healthcare Operations to Enhance Service Delivery,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5503,1266,Modeling and Online Monitoring Techniques with Health Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5507,1267,Point Cloud Analytics for Advanced Manufacturing Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5511,1268,Data-Driven Urban and Social Analysis,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5514,1269,Optimization and Reliability in Engineering Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5518,1270,Advancements in Edge Computing and Networks,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5521,1271,Insights into Food Supply Chain and Food Insecurity,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5525,1272,Assortment Planning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5531,1273,Assortment Planning with Multiple Warehouses,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5535,1274,Supply Chain Models for Ecommerce,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5540,1275,Online Retail Platforms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5544,1276,Innovative Applications in Revenue Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5548,1277,Revenue Management: Sustainable and Fair Approaches,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5553,1278,Advances in (Network) Revenue Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5556,1279,Optimization of Electric Power Systems Under Decision-Dependent Uncertainty,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5561,1280,Energy Systems Planning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5565,1281,Incentive Design for Multi-agent Agent Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5570,1282,Advancements in Healthcare and Service Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5573,1283,Solutions for Low-Carbon Energy Transition,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5577,1284,Advancements in Neural Network Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5582,1285,Advancements in Transportation and Logistics Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5586,1286,Emerging Topics for Electric Vehicles,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5591,1287,Innovative Approaches in Financial Market Analysis and Forecasting,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5595,1288,Advances in Sequential Decision-Making with E-Commerce Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5599,1289,Pricing and Other Considerations in Business Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5602,1290,Approximation Algorithms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5606,1291,Verification of Decision-Making Algorithms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5611,1292,Advances in Robust and Risk-Sensitive Markov Decision Processes,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5614,1293,Recent Advances in Global Stochastic Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5619,1294,Stochastic Integer Programming with Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5623,1295,Advanced Scheduling and Optimization Techniques in Value Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5627,1296,Platforms Operation in Urban Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5631,1297,Modeling and Optimization in Transportation and Mobility Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5635,1298,Advances in Delivery Service Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5639,1299,AI-Driven Healthcare and Public Engagement,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5642,1300,Advancements in Medical Technology and Healthcare,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5648,1301,Innovations in Healthcare Service Delivery,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5651,1302,Interacting Particle Systems and Queueing Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5655,1303,Learning and Stochastic Control,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5659,1304,Scheduling and Decision-Making in Stochastic Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5664,1305,Advances in Medical Decision Support,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5668,1306,New Advances in Organ Transplantation Modeling,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5672,1307,Decision-Making in Healthcare Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5676,1308,Optimizing Patient Flow and Readmission Risk in Healthcare Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5680,1309,Learning and Experimentation in Markets and Platforms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5685,1310,Empirical Research on Sustainability in the Auto Industry and Supply Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5688,1311,Emerging Topics in Healthcare Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5692,1312,Empirical Research in Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5694,1313,Optimization for Natural Resource Extraction and Processing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5698,1314,Capacity management under supply and demand uncertainty,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5702,1315,Food Waste,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5706,1316,Food Waste Reduction in Supply Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5709,1317,Optimizing Aviation and Air Mobility,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5714,1318,Incorporating AI into Healthcare Delivery,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5718,1319,Advances in healthcare: Methods and applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5723,1320,Planning and Operations of Power Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5729,1321,Optimizing Electric Vehicle Charging Infrastructure,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5733,1322,Application of Machine Learning Methods,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5737,1323,Platform Design and Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5739,1324,The Future of AI,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5743,1325,Persuasion and Opinion Dynamics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5747,1326,Causal Inference and Empirical Topics in (Digital) Markets,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5751,1327,Enhancement of Object Detection,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5754,1328,AI and Optimization in Manufacturing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5759,1329,AI in Action: Enhancing Decision-Making and Collaboration,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5765,1330,Hotelling Medal Lecture,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5767,1331,Harnessing Machine Learning and Advanced Optimization for Power System Planning in Developing Countries,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5771,1332,"Navigating Challenges in Statistical Inference and Decision-Making: Adaptive Experiments Design, Testing Complex Hypotheses, Policy Optimization, and Robust Mendelian Randomization",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5775,1333,Bayesian Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5779,1334,Scaling ML applications with Federated Learning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5781,1335,Net-Zero Emissions Energy Systems: Multi-objective Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5784,1336,"Energy Justice I: Building Back Better, Perspectives on Energy Equity in the Just Transition",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5787,1337,Online and Adaptive Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5791,1338,Optimization Modeling Software I,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5795,1339,Optimization Algorithms and Applications in Manufacturing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5798,1340,Reimagining a Healthier Future with Sustainable Supply Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5799,1341,Platform-Based Innovation in Service Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5803,1342,Decision Making for Advanced Industrial Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5808,1343,Domain-Informed Machine Learning for Smart Manufacturing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5812,1344,Emerging Topics in Computational Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5815,1345,Advanced Methods in Optimization and Prediction,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5819,1346,Strategies in Revenue and Payment Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5822,1347,Algorithms/Mechanisms for New Priorities in Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5826,1348,Advancing Online Marketplaces: A Data-Driven Approach,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5830,1349,Optimization of Storage and Warehouse Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5832,1350,Blockchain Innovations in Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5834,1351,Technological Advances in E-Commerce and Retail,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5839,1352,RMP Session,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5843,1353,Implications of Uncertainties and Market Power in Electricity Market Pricing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5847,1354,Innovative Platform Strategies,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5850,1355,Novel Applications of Pricing and Demand Modeling,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5854,1356,Energy Power Systems Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5858,1357,Applications of Federated and Distributed Learning Frameworks,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5863,1358,Health Care Resource Planning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5867,1359,Energy Consumption and Decarbonization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5872,1360,Optimizing Supply Chain and Production Processes,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5877,1361,Optimizing Delivery and Logistics with AI and Crowdsourcing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5881,1362,Economic Strategies for a Sustainable Future,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5884,1363,Causal Inference and Machine Learning in OM,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5888,1364,Yichun Hu session,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5892,1365,Optimization of Layout and Stocking,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5896,1366,Vehicle Routing Problems & Co.,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5900,1367,Interacting Particle Systems and Stochastic Networks,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5904,1368,Learning for Contextual Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5908,1369,Advances in Nonlinear Continuous Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5911,1370,Applications of Optimization in Statistics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5915,1371,Optimized Routing and Travel Time Analysis,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5920,1372,Performance Modelling of Intelligent Vehicle Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5925,1373,Artificial Intelligence in Logistics/Towards Fair Transportation Planning Under Uncertainty,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5930,1374,Equity and Optimization in Healthcare Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5934,1375,Advances in Vehicle Routing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5938,1376,Strategic Behavior in Queueing and Service Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5942,1377,Data-Driven Healthcare Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5947,1378,Information Design for Incentive-Aware Learning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5952,1379,"Theoretical Advances in Networks, Dynamics and Inference",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5956,1380,Advances in Deep Learning Theory,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5960,1381,Business Strategy,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5964,1382,From Data to Action: Analytics in Public Health,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5968,1383,Data-driven Analytics and Decision-Making in Manufacturing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5972,1384,Healthcare Systems: Mechanism Design and Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5977,1385,"E-commerce Order Fulfillment: Matching, Inventory Replenishment and Demand Spillover",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5981,1386,Queueing Applications for Service Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5985,1387,Advances in Machine Learning and Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5991,1388,Advancements in Medical Decision Support Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5995,1389,Advances in Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6000,1390,Environmental Sustainability and Social Responsibility in Supply Chain,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6004,1391,Diversity and Fairness in High-stakes Decisions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6008,1392,Relationship between Supply Chain Network Characteristics and its Resilience,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6012,1393,Solutions to Build Climate Resiliency,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6016,1394,Optimizing Decision Making in Healthcare Delivery,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6020,1395,Advances in Healthcare Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6024,1396,Reinforcement Learning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
6028,1397,Recent Development in Revenue Management and Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
